债务人名称|所在地区|担保方式|资产类型|债权总额（元）|结束时间
浙江万谷科技有限公司|浙江省温州市龙湾区|保证担保及抵质押担保|标准工业厂房及仓储|58514606.73|2023-08-20
朗诗德电气有限公司|浙江省温州市乐清市|保证担保及抵质押担保|标准工业厂房及仓储|40676329.6|2023-08-20
力天世纪控股有限公司|湖北省武汉市江岸区|保证担保及抵质押担保|普通商品用房|17106371.07|2023-08-18
齐齐哈尔市龙沙区一机设备机床制造厂|黑龙江省齐齐哈尔市龙沙区|保证担保及抵质押担保|非标准工业厂房及仓储|39731900.76|2022-08-31
苏州可瑞斯特纺织品有限公司|江苏省苏州市吴中区|保证担保||4845795.73|2022-08-18
苏州欧莱纺织有限公司|江苏省苏州市吴江区|保证担保||11522220.71|2022-08-18
恒浦（大连）国际物流有限公司|辽宁省大连市金州区|保证担保及抵质押担保|工业用房在建工程|278133567.47|2021-12-31
银海万向(大连)有限公司|辽宁省大连市甘井子区|保证担保及抵质押担保|商铺、商场|489499640.91|2021-12-31
葫芦岛市新新家园实业有限公司|辽宁省葫芦岛市龙港区|抵质押担保|商铺、商场|187474439.97|2023-12-31
葫芦岛市天鸿商贸有限公司|辽宁省葫芦岛市连山区|抵质押担保|商铺、商场|64091805.0|2023-12-31
辽宁萬來轮胎有限公司|辽宁省葫芦岛市兴城市|抵质押担保|工业用地|151147470.0|2023-08-17
丹东嘉河食品有限公司|辽宁省丹东市振兴区|保证担保及抵质押担保|工业用地|25004244.3|2022-08-16
荆门市承富商贸有限公司|湖北省荆门市掇刀区|保证担保||3747177.15|2023-08-31
襄阳圣亚飞汽车部件有限公司|湖北省襄阳市|保证担保及抵质押担保|非标准工业厂房及仓储|16688369.6|2023-08-31
大连九久集团有限公司|辽宁省大连市瓦房店市|保证担保及抵质押担保|商业用地|169206800.0|2022-08-18
佛山市三水广恒大众金属材料有限公司|广东省佛山市三水区|保证担保||2866359.91|2021-12-31
佛山市卓洪贸易有限公司|广东省佛山市禅城区|保证担保及抵质押担保|其他通用设备|11087988.62|2021-12-31
佛山南方广恒钢铁有限公司|广东省佛山市禅城区|保证担保||3991.55|2021-12-31
佛山市南方物资实业有限公司|广东省佛山市禅城区|保证担保及抵质押担保|非标准工业厂房及仓储,金属加工机械|58168705.54|2021-12-31
辽宁方圆国家标准样品油有限公司|辽宁省葫芦岛市兴城市|抵质押担保|商铺、商场|10976125.0|2023-12-31
宿迁闽创建材有限公司|江苏省宿迁市|保证担保及抵质押担保|商铺、商场|14588635.56|2021-11-18
宿迁市昌荣贸易有限公司|江苏省宿迁市|保证担保及抵质押担保|商铺、商场|1921232.65|2021-11-18
江苏鹏胜集团有限公司|江苏省淮安市盱眙县|保证担保及抵质押担保|宾馆酒店|21396798.42|2021-11-18
营口嘉晟市政工程有限公司|辽宁省营口市鲅鱼圈区|保证担保及抵质押担保|商铺、商场|56441171.99|2022-08-17
圣杰慧谷开发建设集团有限公司|辽宁省大连市旅顺口区|保证担保及抵质押担保|宾馆酒店|34329001.83|2022-08-17
伯龙三维复合材料有限公司|江苏省常州市天宁区|保证担保及抵质押担保|工业用地|8741969.58|2023-08-17
江苏常通内燃机有限公司|江苏省无锡市江阴市|保证担保及抵质押担保|非标准工业厂房及仓储|25958465.37|2023-08-16
常州市腾田液压机械有限公司|江苏省常州市天宁区|保证担保及抵质押担保|通用零部件制造设备|6700997.07|2023-08-17
丹阳市海尚国际商务有限公司|江苏省镇江市丹阳市|保证担保及抵质押担保|标准工业厂房及仓储|30859031.28|2023-08-17
河南睢州酒业有限公司|河南省商丘市睢县|保证担保及抵质押担保|工业用地|9401808.51|2023-08-18
郑州瑞气气体有限公司|河南省郑州市荥阳市|保证担保及抵质押担保|其他行业专用设备|17133575.77|2023-08-31
洛阳中迈置业有限公司|河南省洛阳市|抵质押担保|普通商品用房|211832210.43|2021-08-31
洛宁湖滨生态农业开发有限公司|河南省洛阳市|保证担保及抵质押担保|商铺、商场|20540180.07|2023-08-31
洛阳市惠方工矿设备有限公司|河南省洛阳市新安县|保证担保及抵质押担保|商业用地|15469994.35|2023-08-31
洛阳铝缘矿产品有限公司|河南省洛阳市|保证担保及抵质押担保|商铺、商场|18342337.54|2023-08-31
河南奋北商贸有限公司|河南省洛阳市涧西区|保证担保及抵质押担保|多层办公楼|13311155.18|2023-08-31
河南亿商汽车销售有限公司|河南省郑州市|保证担保及抵质押担保|高层办公楼|11864808.16|2023-08-31
洛阳丰谷商贸有限公司|河南省洛阳市伊川县|保证担保及抵质押担保|商铺、商场|43063088.89|2023-08-31
洛阳炫域达商贸有限公司|河南省洛阳市|保证担保及抵质押担保|商铺、商场|46381601.13|2023-08-31
洛阳慧通星宇商业管理有限公司|河南省洛阳市|保证担保及抵质押担保|商铺、商场|81426475.65|2023-08-31
洛阳大梁矿山设备有限公司|河南省洛阳市伊川县|保证担保及抵质押担保|商铺、商场|21536244.42|2023-08-31
洛阳可可生物科技有限公司|河南省洛阳市伊川县|保证担保及抵质押担保|商铺、商场|19916678.61|2023-08-31
中核动力设备南京有限公司|江苏省南京市江宁区|保证担保及抵质押担保|标准工业厂房及仓储|107506181.73|2021-11-17
常州辰盛绝缘新材料有限公司|江苏省常州市武进区|保证担保||20208054.75|2022-08-20
常熟市泰星机械有限公司|江苏省苏州市常熟市|保证担保及抵质押担保|非标准工业厂房及仓储|60324784.81|2022-08-17
德合集团苏州农副产品批发基地有限公司|江苏省苏州市姑苏区|保证担保及抵质押担保|别墅,普通商品用房,商铺、商场|20400487.39|2022-08-16
辽宁国华耐火合金有限公司|辽宁省营口市大石桥市|保证担保及抵质押担保|非标准工业厂房及仓储,工业用地|26260808.92|2022-08-18
温州顺威包装有限公司|浙江省温州市瓯海区|保证担保及抵质押担保|标准工业厂房及仓储|73693271.44|2022-12-31
大连绿珠食品有限公司|辽宁省大连市庄河市|保证担保及抵质押担保|非标准工业厂房及仓储|8147438.12|2023-08-17
温州顺威包装有限公司|浙江省温州市瓯海区|保证担保及抵质押担保|标准工业厂房及仓储|73693271.44|2022-12-31
浙江省瓯海对外贸易公司|浙江省温州市瓯海区|保证担保及抵质押担保|标准工业厂房及仓储|129504014.38|2023-08-31
大连名森制药有限公司|辽宁省大连市普兰店区|保证担保及抵质押担保|非标准工业厂房及仓储|30513673.17|2022-08-17
云南安宁金康责任有限公司|云南省昆明市安宁市|保证担保及抵质押担保|宾馆酒店|6310474.84|2023-09-01
鹤壁市淇滨区昊洋有限公司|河南省鹤壁市淇滨区|保证担保及抵质押担保|原材料、半成品|12824983.77|2023-08-24
大连昌运燃料有限公司|辽宁省大连市沙河口区|保证担保及抵质押担保|商铺、商场|17982084.5|2022-08-17
河南景源果业有限责任公司|河南省三门峡市灵宝市|保证担保及抵质押担保|非标准工业厂房及仓储,工业用地,商品林中的林木及林地使用权|59251500.0|2023-08-31
河南中州凯辉化纤工业有限公司|河南省郑州市巩义市|抵质押担保|纺织、服装和皮革工业专用设备|18602665.13|2023-08-31
河南丰太生态农业发展有限公司|河南省商丘市睢县|保证担保及抵质押担保|工业用地|22608293.99|2023-08-18
虞城县天锦工量具有限公司|河南省商丘市虞城县|抵质押担保|商铺、商场|9035900.0|2023-08-18
伊川县天威耐火材料有限公司|河南省洛阳市伊川县|保证担保及抵质押担保|交易类应收账款|9899281.57|2023-08-31
商丘行大舟商贸有限公司|河南省商丘市民权县|抵质押担保|标准工业厂房及仓储|16667800.0|2023-08-17
河南耀腾顺玻璃有限公司|河南省商丘市民权县|抵质押担保|标准工业厂房及仓储|10567700.0|2023-08-18
庆阳市奥程煤业有限公司|甘肃省庆阳市西峰区|保证担保及抵质押担保|车位、车库等其他商业用房,综合用地|14463985.31|2021-12-31
大连细扬防水工程集团有限公司|辽宁省大连市西岗区|保证担保及抵质押担保|高层办公楼|5780426.21|2022-08-17
丹东新宇造纸机械有限公司|辽宁省丹东市东港市|保证担保及抵质押担保|非标准工业厂房及仓储,工业用地|41953116.11|2022-08-17
大连东能商贸有限公司|辽宁省大连市普兰店区|保证担保及抵质押担保|居住用地,商铺、商场|70268281.25|2022-08-17
宜昌市西陵区盛世二手车信息服务部|湖北省宜昌市西陵区|保证担保及抵质押担保|商铺、商场|2644193.35|2023-08-31
宜昌市西陵区腾跃二手车经营商行|湖北省宜昌市西陵区|保证担保及抵质押担保|商铺、商场|2640932.35|2023-08-31
宜昌中利汽修设备有限公司|湖北省宜昌市西陵区|保证担保及抵质押担保|商铺、商场|2670432.15|2023-08-31
宜昌汉英汽车用品贸易有限公司|湖北省宜昌市西陵区|保证担保及抵质押担保|商铺、商场|2624036.42|2023-08-31
枝江妙尚投资有限公司|湖北省宜昌市枝江市|保证担保及抵质押担保|商铺、商场|47268715.31|2023-08-31
湖北天地重工有限公司|湖北省武汉市江夏区|保证担保||12369214.98|2023-08-31
靖江市恒远经贸有限公司|江苏省泰州市靖江市|保证担保及抵质押担保|多层办公楼,商铺、商场|49061740.0|2022-08-23
苏州市瑞珀置业有限公司|江苏省苏州市常熟市|保证担保及抵质押担保|商铺、商场|341739054.27|2022-08-23
无锡健普生物科技有限公司|江苏省无锡市梁溪区|保证担保||37509690.68|2023-08-17
江苏东洲电缆有限公司|江苏省无锡市梁溪区|保证担保||12332808.9|2023-08-17
江苏欧莱斯齿轮有限公司|江苏省无锡市梁溪区|保证担保||20320277.32|2023-08-17
江阴市信德船舶安装工程有限公司|江苏省无锡市江阴市|保证担保||10629452.41|2023-08-17
湖北力兴现代农业物流有限公司|湖北省黄冈市黄梅县|保证担保及抵质押担保|非标准工业厂房及仓储|17834524.9|2023-08-31
龙感湖顺通棉花纺织有限公司|湖北省黄冈市黄梅县|保证担保||4369050.4|2023-08-31
来凤民生天然气有限责任公司|湖北省恩施土家族苗族自治州来凤县|抵质押担保|其他|45736880.05|2023-08-31
十堰市金佳物资贸易有限责任公司|湖北省十堰市茅箭区|保证担保及抵质押担保|商铺、商场|77274332.69|2023-08-31
来凤武陵源旅游开发有限公司|湖北省恩施土家族苗族自治州来凤县|保证担保及抵质押担保|商铺、商场|51471802.3|2023-08-31
酒泉市荣坤工程机械有限公司|甘肃省酒泉市肃州区|保证担保及抵质押担保|非标准工业厂房及仓储,商业用地|19354036.46|2021-12-31
敦煌市隆通矿山设备有限公司|甘肃省酒泉市敦煌市|保证担保及抵质押担保|商铺、商场,商业用地|12868246.55|2021-12-31
甘肃三益物流有限公司|甘肃省酒泉市瓜州县|保证担保及抵质押担保|车位、车库等其他商业用房,商业用地|6864809.9|2021-12-31
瓜州三益汽车修理有限公司|甘肃省酒泉市瓜州县|保证担保及抵质押担保|车位、车库等其他商业用房,商业用地|17570252.57|2021-12-31
酒泉市御豪农业开发有限公司|甘肃省酒泉市肃州区|保证担保||6167570.21|2021-12-31
玉门市德兴选矿有限公司|甘肃省酒泉市玉门市|保证担保||4962520.23|2021-12-31
南通蛟龙重工发展有限公司|江苏省南通市通州区|三种担保都有|标准工业厂房及仓储,其他设备|218273083.26|2022-08-13
波瑞电气有限公司|江苏省泰州市泰兴市|保证担保及抵质押担保|标准工业厂房及仓储,金属加工机械,普通商品用房|21441000.0|2021-11-13
广西永凯糖纸集团有限责任公司|广西壮族自治区南宁市青秀区|保证担保及抵质押担保|宾馆酒店,居住用地,普通商品用房,商铺、商场|415778701.7|2022-08-31
广西永凯大桥纸业有限责任公司|广西壮族自治区南宁市青秀区|保证担保及抵质押担保|宾馆酒店,居住用地,商铺、商场|238017100.0|2022-08-31
龙山民生天然气有限责任公司|湖南省湘西土家族苗族自治州龙山县|抵质押担保|其他|32298659.63|2023-08-31
湖北富思特材料科技集团有限公司|湖北省孝感市云梦县|保证担保及抵质押担保|非标准工业厂房及仓储|101904045.27|2023-08-31
武汉富利达工贸有限责任公司|湖北省武汉市汉南区|保证担保||2768967.78|2024-08-31
随州市奥丰汽车零部件有限公司|湖北省随州市曾都区|保证担保||3107225.91|2023-08-31
力天世纪控股有限公司|湖北省武汉市汉阳区|保证担保||19083235.09|2023-08-31
天门市开元服饰有限公司|湖北省省直辖县级行政区划天门市|保证担保及抵质押担保|非标准工业厂房及仓储|6394637.32|2023-08-31
